立木ID,立木号,樹種,胸高直径,樹高,矢高,材積,ステータス,間伐,レ,境界木,除外木,確認,調査地?,コメント,幹周,経度,緯度,平面直?,平面??_1
1,-1,アテ,5.199999809,4.400000095,0,0.006182291,生立木,0,0,0,0,0,1,幼木,16.29999924,136.9191088,37.30150504,144443.765,-21946.056
2,-1,アテ,18.20000076,3.900000095,33.20000076,0.049719386,枯損木,0,0,0,0,0,1,幼木,57.09999847,136.9190776,37.30155894,144449.753,-21948.802
4,-1,アテ,27.20000076,20.20000076,0,0.529774487,生立木,1,0,0,0,0,1,幼木,85.40000153,136.9190477,37.3015622,144450.122,-21951.455
5,-1,アテ,10,4,0,0.020895218,枯損木,0,0,0,0,0,1,幼木,31.39999962,136.919025,37.30158855,144453.051,-21953.455
6,-1,スギ,44.09999847,23.70000076,2,1.441264987,生立木,0,0,0,0,0,1,,138.5,136.9188359,37.30153586,144447.248,-21970.236
7,-1,アテ,10.60000038,8.899999619,0,0.044884626,生立木,0,0,0,0,0,1,,33.29999924,136.9190144,37.30153736,144447.373,-21954.41
9,-1,アテ,20.79999924,15.60000038,0.800000012,0.24421525,生立木,0,0,0,0,0,1,,65.30000305,136.9190526,37.30141654,144433.956,-21951.063
10,-1,アテ,41.40000153,23,3.099999905,1.240097761,生立木,0,0,0,0,0,1,,130,136.9190857,37.30141443,144433.714,-21948.129
11,-1,アテ,8,6.800000191,0,0.020661358,生立木,0,0,0,0,0,1,幼木,25.10000038,136.9190801,37.30146013,144438.787,-21948.612
12,-1,スギ,32.97669983,22.5,3.680500031,0.838231444,生立木,0,0,0,0,0,1,,103.3000031,136.9191937,37.3013752,144429.336,-21938.564
13,-1,アテ,6.900000095,5.800000191,0,0.013547133,生立木,0,0,0,0,0,1,幼木,21.60000038,136.9191383,37.30145507,144438.212,-21943.448
14,-1,アテ,44.79999924,23.79999924,1.899999976,1.491475701,生立木,1,1,0,0,0,1,100年木,140.6999969,136.9192608,37.30129019,144419.887,-21932.639
18,-1,アテ,36.20000076,3,25.70000076,0.13460505,枯損木,1,0,0,0,0,1,幼木,113.6999969,136.9190592,37.30152494,144445.984,-21950.444
21,-1,スギ,70.5,27.89999962,1,4.149579525,生立木,0,0,0,0,0,1,,221.3999939,136.9188938,37.30144504,144437.156,-21965.131
23,-1,スギ,35.59999847,21.39999962,8.100000381,0.865518391,生立木,0,0,0,0,0,1,,111.8000031,136.9190064,37.30145007,144437.688,-21955.142
24,-1,スギ,68.41770172,30.29999924,3.130899906,4.272681236,生立木,0,0,0,0,0,1,,214.8000031,136.9189545,37.30142365,144434.769,-21959.758
25,-1,スギ,59.47199631,29,0.980399966,3.166807413,生立木,0,0,0,0,0,1,,186.6000061,136.9189966,37.30143425,144435.935,-21956.023
28,-1,スギ,73.2913971,30.89999962,3.81069994,4.940243244,生立木,0,0,0,0,0,1,,229.8999939,136.9190269,37.30144109,144436.686,-21953.33
29,-1,スギ,33.90000153,20.89999962,1.700000048,0.770071208,生立木,1,0,0,0,0,1,,106.4000015,136.9190123,37.30142187,144434.557,-21954.627
30,-1,スギ,63.21489716,29.60000038,4.136199951,3.613047838,生立木,0,0,0,0,0,1,,198.5,136.9189213,37.30129182,144420.146,-21962.739
31,-1,スギ,55.46290207,28.29999924,0.77759999,2.720928192,生立木,0,0,0,0,0,1,,174,136.9190583,37.30123137,144413.406,-21950.611
32,-1,スギ,19.15780067,16,2.513200045,0.221582949,生立木,0,0,0,0,0,1,,60,136.9192223,37.30136903,144428.644,-21936.028
33,-1,スギ,22.34210014,17.79999924,1.1329,0.326196879,生立木,0,0,0,0,0,1,,70,136.9192575,37.30135789,144427.401,-21932.91
34,-1,アテ,45.09999847,23.89999962,2.799999952,1.516888857,生立木,0,0,0,0,0,1,,141.6000061,136.9193734,37.30133141,144424.435,-21922.642
35,-1,スギ,32.75920105,22.39999962,1.324199915,0.824506164,生立木,0,0,0,0,0,1,,102.6999969,136.9192665,37.30138005,144429.857,-21932.105
38,-1,スギ,17.20000076,13.5,0,0.151466161,生立木,0,0,0,0,0,1,,54,136.91917,37.30143402,144435.869,-21940.644
41,-1,アテ,13,10.80000019,0,0.074242502,生立木,0,0,0,0,0,1,幼木,40.79999924,136.9191316,37.30145785,144438.522,-21944.043
42,-1,スギ,59.29999924,28.89999962,1.5,3.13931632,生立木,0,0,0,0,0,1,,186.1999969,136.918896,37.30157126,144451.163,-21964.898
44,-1,ケヤキ,26.29999924,18.20000076,2.400000095,0.430704296,生立木,0,0,0,0,0,1,,82.59999847,136.9189821,37.30144045,144436.626,-21957.302
45,-1,広葉樹Ⅰ型,23.60000038,18.5,7.300000191,0.354619205,生立木,0,0,0,0,0,1,,74.09999847,136.9189614,37.30142973,144435.442,-21959.137
46,-1,広葉樹Ⅰ型,48.5,26.89999962,7.800000191,1.944629073,生立木,1,0,0,0,0,1,,152.3000031,136.9190327,37.30141859,144434.188,-21952.823
47,-1,スギ,59.29999924,28.89999962,0.699999988,3.13931632,生立木,0,0,0,0,0,1,,186.1999969,136.9189808,37.30138839,144430.849,-21957.43
48,-1,スギ,9.300000191,7.900000095,1.299999952,0.031443842,生立木,0,0,0,0,0,1,,29.20000076,136.9190029,37.30138517,144430.487,-21955.479
50,-1,スギ,12.39999962,10.30000019,2.200000048,0.065238237,生立木,0,0,0,0,0,1,,38.90000153,136.9190302,37.30136248,144427.963,-21953.059
51,-1,スギ,43.72529984,25.79999924,1.541499972,1.607648373,生立木,1,0,0,0,0,1,,137.1999969,136.9189647,37.30130228,144421.297,-21958.887
52,-1,スギ,5.599999905,4.699999809,0,0.007553482,生立木,0,0,0,0,0,1,,17.5,136.9190796,37.30139936,144432.043,-21948.67
53,-1,スギ,75.66279602,31.20000076,0.65259999,5.286615849,生立木,0,0,0,0,0,1,,237.5,136.9189155,37.30123293,144413.612,-21963.266
54,-1,スギ,56.20000076,26,2.200000048,2.50990057,生立木,0,0,0,0,0,1,,176.5,136.9190305,37.30133747,144425.187,-21953.038
55,-1,スギ,77.57929993,31.39999962,1.460399985,5.56901598,生立木,0,0,0,0,0,1,,243.3999939,136.9189864,37.30127549,144418.319,-21956.968
56,-1,スギ,14.10000038,11.5,10.5,0.091142729,生立木,0,0,0,0,0,1,,44.20000076,136.9190658,37.30136768,144428.532,-21949.907
57,-1,スギ,20.5,15.39999962,13.10000038,0.235058188,生立木,0,0,0,0,0,1,,64.40000153,136.9190755,37.30134498,144426.01,-21949.049
58,-1,スギ,62.11569977,29.39999962,1.503000021,3.47563529,生立木,0,0,0,0,0,1,,195,136.9190175,37.30121109,144411.165,-21954.23
59,-1,スギ,65.89600372,30,1.360999942,3.950170994,生立木,0,0,0,0,0,1,,206.6999969,136.9190553,37.30120237,144410.188,-21950.886
60,-1,スギ,33.79999924,20.89999962,5.099999905,0.76573813,生立木,0,0,0,0,0,1,,106.0999985,136.9190885,37.30132453,144423.737,-21947.907
61,-1,スギ,74.64579773,31.10000038,0,5.141114235,生立木,0,0,0,0,0,1,,234.3000031,136.9190805,37.3012589,144416.456,-21948.633
62,-1,スギ,11.90410042,10.80000019,1.047500014,0.062895566,生立木,0,0,0,0,0,1,,37.29999924,136.9191019,37.30137249,144429.057,-21946.699
63,-1,スギ,8.300000191,7,5.400000095,0.022753291,生立木,0,0,0,0,0,1,,26,136.9191054,37.3014085,144433.052,-21946.383
64,-1,スギ,28.21860123,20.60000038,2.806499958,0.57771194,生立木,0,0,0,0,0,1,,88.5,136.9191455,37.30121557,144411.633,-21942.88
65,-1,スギ,68.57479858,30.29999924,1.210799932,4.290621758,生立木,0,0,0,0,0,1,,215.1000061,136.9191245,37.30135446,144427.05,-21944.7
66,-1,スギ,59.59999847,26.5,1,2.861306429,生立木,0,0,0,0,0,1,,187.1999969,136.9191673,37.30128375,144419.194,-21940.935
67,-1,アテ,38.90000153,22.39999962,0.800000012,1.072586179,生立木,0,0,0,0,0,1,,122.1999969,136.9191439,37.30135138,144426.704,-21942.988
68,-1,スギ,65.80960083,29.89999962,0,3.927679062,生立木,1,0,0,0,0,1,,206.6999969,136.9191689,37.30133594,144424.985,-21940.774
69,-1,アテ,18.20000076,14.10000038,1.700000048,0.174663499,生立木,0,0,0,0,0,1,,57.09999847,136.9192157,37.30129971,144420.954,-21936.637
70,-1,スギ,57.59999847,26.20000076,2.200000048,2.650692463,生立木,0,0,0,0,0,1,,180.8999939,136.919287,37.30125466,144415.938,-21930.323
71,-1,スギ,72.80000305,28.20000076,1.200000048,4.458913326,生立木,0,0,0,0,0,1,,228.6999969,136.9191991,37.3013433,144425.794,-21938.09
72,-1,スギ,22.20000076,16.29999924,3.700000048,0.286168963,生立木,0,0,0,0,0,1,,69.69999695,136.9191441,37.30139416,144431.451,-21942.954
73,-1,スギ,21.70000076,16,3.099999905,0.269934475,生立木,0,0,0,0,0,1,,68.09999847,136.9193116,37.30136964,144428.692,-21928.11
74,-1,スギ,32.48970032,22.29999924,1.410400033,0.808558404,生立木,1,0,0,0,0,1,,101.6999969,136.9192869,37.30138785,144430.718,-21930.299
75,-1,スギ,36.6568985,23.79999924,3.564899921,1.075266004,生立木,0,0,0,0,0,1,,114.9000015,136.9193093,37.30139073,144431.033,-21928.313
76,-1,スギ,9.899999619,8.399999619,0,0.03740659,生立木,0,0,0,0,0,1,,31.10000038,136.9192027,37.30140349,144432.473,-21937.76
82,-1,スギ,20.39999962,15.39999962,9,0.232981265,生立木,0,0,0,0,0,1,,64,136.9189552,37.30138537,144430.52,-21959.701
83,-1,スギ,8.022199631,7.300000191,0,0.020734204,生立木,0,0,0,0,0,1,,25.10000038,136.9191064,37.30137688,144429.543,-21946.301
84,-1,スギ,51.20000076,27.5,7.599999905,2.285096407,生立木,0,0,0,0,0,1,,160.8000031,136.9190411,37.30115693,144405.149,-21952.153
85,-1,スギ,45.90000153,26.29999924,3,1.790501952,生立木,0,0,0,0,0,1,,144.1000061,136.9190743,37.30115799,144405.259,-21949.211
86,-1,スギ,35.79999924,21.5,1.200000048,0.878873527,生立木,0,0,0,0,0,1,,112.4000015,136.9191296,37.30127575,144418.315,-21944.272
87,-1,スギ,20.95460129,17,2.71239996,0.277199328,生立木,0,0,0,0,0,1,,65.59999847,136.919133,37.30123954,144414.295,-21943.984
88,-1,スギ,34,21,1.399999976,0.778081179,生立木,0,0,0,0,0,1,,106.8000031,136.9191322,37.30114805,144404.142,-21944.083
89,-1,スギ,64.4720993,29.70000076,1.812100053,3.757958412,生立木,0,0,0,0,0,1,,202.3000031,136.9191419,37.3011249,144401.572,-21943.23
90,-1,スギ,77.85869598,31.39999962,5.693099976,5.605712891,生立木,0,0,0,0,0,1,,244.3999939,136.91921,37.30117113,144406.686,-21937.178
91,-1,アテ,18.60000038,14.39999962,1.899999976,0.185239851,生立木,0,0,0,0,0,1,,58.40000153,136.9192053,37.30126638,144417.258,-21937.567
93,-1,スギ,20.43020058,16.70000076,1.791500092,0.260022283,生立木,0,0,0,0,0,1,,64,136.9192789,37.30128061,144418.819,-21931.038
94,-1,スギ,53.40000153,25.5,0.400000006,2.233166695,生立木,1,0,0,0,0,1,,167.6999969,136.9193611,37.30123774,144414.043,-21923.759
95,-1,スギ,54,25.60000038,4.099999905,2.29018712,生立木,0,0,0,0,0,1,,169.6000061,136.9194004,37.30123334,144413.545,-21920.283
96,-1,スギ,15.87989998,13.80000019,2.363199949,0.135799646,生立木,0,0,0,0,0,1,,49.59999847,136.9192333,37.30134867,144426.383,-21935.062
97,-1,アテ,46.79999924,24.20000076,2.5,1.648183703,生立木,0,0,0,0,0,1,,147,136.9194014,37.30129665,144420.571,-21920.173
98,-1,アテ,42,23.20000076,5,1.285615802,生立木,0,0,0,0,0,1,,131.8999939,136.9193642,37.30136182,144427.812,-21923.451
99,-1,アテ,55.09999847,25.79999924,3.400000095,2.398512363,生立木,0,0,0,0,0,1,,173.1000061,136.9194102,37.30137949,144429.762,-21919.368
100,-1,スギ,13.5,11.10000038,9.899999619,0.081531867,生立木,0,0,0,0,0,1,,42.40000153,136.9193749,37.30140081,144432.136,-21922.497
101,-1,スギ,17.20000076,13.5,6.099999905,0.151466161,生立木,0,0,0,0,0,1,,54,136.9193521,37.30139537,144431.538,-21924.513
103,-1,スギ,5,4.199999809,7.699999809,0.005508246,生立木,0,0,0,0,0,1,,15.69999981,136.9193118,37.30141312,144433.516,-21928.087
106,-1,スギ,17.89999962,14,1.399999976,0.168369204,生立木,1,0,0,0,0,1,,56.20000076,136.9191653,37.3013168,144422.862,-21941.099
107,-1,スギ,44.29999924,23.70000076,2.799999952,1.453775287,生立木,0,0,0,0,0,1,,139.1000061,136.9191601,37.30125969,144416.526,-21941.579
108,-1,スギ,39.09999847,22.39999962,1.200000048,1.083143592,生立木,0,0,0,0,0,1,,122.8000031,136.9191979,37.30112026,144401.044,-21938.267
109,-1,アテ,48.09999847,24.5,0.800000012,1.758030772,生立木,0,1,0,0,0,1,100年木,151.1000061,136.9193302,37.30111192,144400.088,-21926.541
110,-1,アテ,36.79999924,21.79999924,3.700000048,0.939144969,生立木,0,0,0,0,0,1,,115.5999985,136.9193639,37.30114107,144403.315,-21923.542
111,-1,スギ,13.5,11.10000038,4,0.081531867,生立木,1,0,0,0,0,1,,42.40000153,136.9193567,37.30126231,144416.77,-21924.146
112,-1,スギ,66,30,1.200000048,3.961567879,生立木,0,0,0,0,0,1,,207.3000031,136.9194263,37.30118912,144408.632,-21917.993
113,-1,スギ,9.199999809,8.399999619,2.200000048,0.030610215,生立木,0,0,0,0,0,1,,28.89999962,136.9193306,37.30130858,144421.912,-21926.446
114,-1,スギ,32,20.29999924,2.099999905,0.67014879,生立木,1,0,0,0,0,1,,100.5,136.9193674,37.30129465,144420.357,-21923.186
115,-1,アテ,6.400000095,5.400000095,0,0.01101415,生立木,0,0,0,0,0,1,,20.10000038,136.9193492,37.3013266,144423.906,-21924.797
116,-1,アテ,37,21.89999962,2.599999905,0.953223884,生立木,0,0,0,0,0,1,,116.1999969,136.919462,37.30129133,144419.966,-21914.805
117,-1,アテ,9,7.599999905,0.400000006,0.028555041,生立木,0,0,0,0,0,1,,28.20000076,136.9193457,37.30135234,144426.763,-21925.099
118,-1,スギ,25.20000076,17.70000076,3.299999952,0.388501644,生立木,0,0,0,0,0,1,,79.09999847,136.9195073,37.30137229,144428.94,-21910.762
119,-1,アテ,17.39999962,13.69999981,3.700000048,0.156780869,生立木,0,0,0,0,0,1,,54.59999847,136.9194483,37.30137532,144429.29,-21915.993
120,-1,アテ,2,1.899999976,0,0.000471203,生立木,0,0,0,0,0,1,幼木,6.199999809,136.9193922,37.30139807,144431.828,-21920.962
122,-1,アテ,7,5.900000095,1,0.014133522,生立木,0,0,0,0,0,1,幼木,21.89999962,136.9193753,37.30134634,144426.091,-21922.475
123,-1,スギ,63,27,1.299999952,3.240525246,生立木,0,0,0,0,0,1,,197.8999939,136.9195144,37.30122134,144412.188,-21910.18
124,-1,スギ,36.5,21.70000076,1.700000048,0.920380414,生立木,0,0,0,0,0,1,,114.5999985,136.9197107,37.30136099,144427.639,-21892.739
125,-1,アテ,35.79999924,21.5,2.299999952,0.878873527,生立木,1,0,0,0,0,1,,112.4000015,136.9196992,37.30138062,144429.82,-21893.751
126,-1,アテ,46.29999924,24.10000038,1.799999952,1.608113408,生立木,0,0,0,0,0,1,,145.3999939,136.9196729,37.30137827,144429.566,-21896.077
127,-1,アテ,8.399999619,7.099999905,0,0.023569275,生立木,0,0,0,0,0,1,幼木,26.29999924,136.9194869,37.30134122,144425.498,-21912.58
128,-1,アテ,7.300000191,6.199999809,4.800000191,0.015989361,生立木,0,0,0,0,0,1,幼木,22.89999962,136.9194626,37.30133511,144424.825,-21914.736
129,-1,アテ,10,8.399999619,0,0.038158674,生立木,0,0,0,0,0,1,幼木,31.39999962,136.9194231,37.30135826,144427.403,-21918.236
130,-1,アテ,4,3.299999952,0,0.002911087,生立木,0,0,0,0,0,1,幼木,12.5,136.9193943,37.30136935,144428.64,-21920.783
131,-1,アテ,5.599999905,4.699999809,0,0.007553482,生立木,0,0,0,0,0,1,幼木,17.5,136.91939,37.30136014,144427.619,-21921.169
133,-1,アテ,13.69999981,11.30000019,2.200000048,0.085121833,生立木,1,0,0,0,0,1,,43,136.9193037,37.30123987,144414.293,-21928.852
134,-1,スギ,30.89999962,19.89999962,1.100000024,0.626388133,生立木,0,0,0,0,0,1,,97,136.9193112,37.3011871,144408.435,-21928.204
135,-1,アテ,27.10000038,18.5,1.399999976,0.461655825,生立木,0,0,0,0,0,1,,85.09999847,136.9193056,37.301097,144398.437,-21928.724
136,-1,スギ,30.5,19.79999924,2.099999905,0.608925641,生立木,1,0,0,0,0,1,,95.80000305,136.919323,37.30108739,144397.367,-21927.188
137,-1,スギ,13.89999962,11.39999962,1.700000048,0.088100508,生立木,0,0,0,0,0,1,,43.59999847,136.919403,37.30124848,144415.225,-21920.042
138,-1,アテ,30.5,19.79999924,3,0.608925641,生立木,1,0,0,0,0,1,,95.80000305,136.9193823,37.30114084,144403.284,-21921.913
139,-1,アテ,49,24.70000076,1.299999952,1.836102605,生立木,0,0,0,0,0,1,,153.8999939,136.9194251,37.30127381,144418.031,-21918.082
140,-1,スギ,43.20000076,23.39999962,1.100000024,1.368254781,生立木,0,0,0,0,0,1,,135.6999969,136.9194758,37.30111656,144400.569,-21913.629
141,-1,スギ,32.20000076,20.39999962,0.800000012,0.681476295,生立木,0,0,0,0,0,1,,101.0999985,136.9194936,37.30107265,144395.692,-21912.062
142,-1,スギ,16.10000038,12.89999962,6,0.12885195,生立木,0,0,0,0,0,1,,50.5,136.9194695,37.30121323,144411.298,-21914.161
143,-1,スギ,28.89999962,19.20000076,6.900000095,0.536807835,生立木,1,0,0,0,0,1,,90.69999695,136.9195065,37.30116966,144406.454,-21910.891
144,-1,スギ,48,24.5,0.5,1.751056552,生立木,0,0,0,0,0,1,,150.6999969,136.9194942,37.30121366,144411.34,-21911.967
145,-1,アテ,14.89999962,12.10000038,1.700000048,0.10556116,生立木,0,0,0,0,0,1,,46.79999924,136.9194994,37.30122478,144412.572,-21911.506
146,-1,アテ,32.59999847,20.5,0.699999988,0.701120317,生立木,0,0,0,0,0,1,,102.4000015,136.9195761,37.30112416,144401.389,-21904.739
147,-1,スギ,68.5,27.70000076,1.5,3.899787188,生立木,0,0,0,0,0,1,,215.1000061,136.9195214,37.30124209,144414.489,-21909.555
148,-1,スギ,27.10000038,18.5,2.299999952,0.461655825,生立木,0,0,0,0,0,1,,85.09999847,136.9195727,37.3012076,144410.649,-21905.017
149,-1,スギ,39.59999847,22.60000038,3,1.11955452,生立木,1,0,0,0,0,1,,124.4000015,136.9195706,37.3012421,144414.479,-21905.193
151,-1,アテ,30.10000038,19.60000038,4.800000191,0.588992417,生立木,0,0,0,0,0,1,,94.5,136.9196744,37.30121121,144411.027,-21895.997
152,-1,スギ,49,24.70000076,1,1.836102605,生立木,0,0,0,0,0,1,,153.8999939,136.9196176,37.30125458,144415.852,-21901.018
153,-1,スギ,65.40000153,29.89999962,0.899999976,3.883132219,生立木,0,0,0,0,0,1,,205.3999939,136.9196013,37.3012809,144418.776,-21902.459
154,-1,アテ,36.5,21.70000076,0.699999988,0.920380414,生立木,0,1,0,0,0,1,100年木,114.5999985,136.9196883,37.3012823,144418.912,-21894.745
155,-1,スギ,47.70000076,24.39999962,2.099999905,1.72322619,生立木,0,0,0,0,0,1,,149.8000031,136.9195319,37.30131112,144422.147,-21908.604
156,-1,アテ,59.5,26.5,2.799999952,2.852144003,生立木,0,1,0,0,0,1,100年木,186.8999939,136.919471,37.30131958,144423.099,-21914.001
157,-1,スギ,68.59999847,27.70000076,1.700000048,3.910668373,生立木,0,0,0,0,0,1,,215.5,136.919762,37.30131888,144422.955,-21888.204
158,-1,アテ,23.39999962,16.89999962,2.400000095,0.325487167,生立木,0,0,0,0,0,1,,73.5,136.9195944,37.30132825,144424.033,-21903.051
159,-1,スギ,70.88230133,30.60000038,0,4.602834702,生立木,0,0,0,0,0,1,,222.3999939,136.9196718,37.30134027,144425.349,-21896.188
160,-1,アテ,49.79999924,24.79999924,1.399999976,1.901368856,生立木,0,0,0,0,0,1,,156.3999939,136.9195982,37.30134903,144426.338,-21902.708
161,-1,アテ,42.5,23.29999924,4.800000191,1.320613742,生立木,0,0,0,0,0,1,,133.5,136.9196344,37.30139806,144431.77,-21899.488
164,-1,アテ,11.69999981,9.800000191,0,0.056086067,生立木,0,0,0,0,0,1,幼木,36.70000076,136.9195444,37.3013707,144428.756,-21907.476
165,-1,アテ,12,10,0,0.059822991,生立木,0,0,0,0,0,1,幼木,37.59999847,136.9195503,37.30138545,144430.39,-21906.945
166,-1,アテ,9.699999809,8.199999809,0,0.035228807,生立木,0,0,0,0,0,1,幼木,30.39999962,136.9195313,37.30136063,144427.641,-21908.639
167,-1,スギ,49.79999924,24.79999924,1.100000024,1.901368856,生立木,0,0,0,0,0,1,,156.3999939,136.9192651,37.30114996,144404.324,-21932.301
168,-1,アテ,19.29999924,14.80000019,2.599999905,0.203133285,生立木,0,0,0,0,0,1,,60.59999847,136.9193874,37.30117855,144407.468,-21921.446
169,-1,スギ,59.5,26.5,0.800000012,2.852144003,生立木,0,0,0,0,0,1,,186.8999939,136.9194185,37.30115564,144404.919,-21918.698
170,-1,アテ,16.5,5.5,3.599999905,0.061581682,枯損木,1,0,0,0,0,1,,51.79999924,136.9194248,37.30116307,144405.742,-21918.142
172,-1,スギ,13.89999962,11.39999962,0.5,0.088100508,生立木,0,0,0,0,0,1,,43.59999847,136.9195477,37.30125044,144415.409,-21907.219
173,-1,スギ,27.70000076,18.70000076,1.700000048,0.485140681,生立木,1,0,0,0,0,1,,87,136.9196389,37.30124552,144414.842,-21899.13
174,-1,アテ,29.60000038,19.5,4.599999905,0.568677962,生立木,0,0,0,0,0,1,,92.90000153,136.9197297,37.30120021,144409.792,-21891.098
175,-1,アテ,22.20000076,16.29999924,1.700000048,0.286168963,生立木,0,0,0,0,0,1,,69.69999695,136.9197434,37.30123407,144413.547,-21889.878
176,-1,アテ,27.60000038,18.70000076,2.200000048,0.481966645,生立木,0,0,0,0,0,1,,86.69999695,136.9197062,37.30127959,144418.607,-21893.157
177,-1,アテ,31.79999924,20.20000076,1,0.658944607,生立木,0,0,0,0,0,1,,99.90000153,136.9197458,37.30128824,144419.558,-21889.642
178,-1,アテ,26.39999962,18.20000076,2.5,0.43368119,生立木,1,0,0,0,0,1,,82.90000153,136.9196642,37.30132779,144423.966,-21896.871
180,-1,アテ,54.02670288,28,4.181399822,2.566302538,生立木,0,0,0,0,0,1,,169.6000061,136.9197643,37.30140098,144432.065,-21887.972
181,-1,スギ,33.09999847,20.70000076,1.399999976,0.728768647,生立木,1,0,0,0,0,1,,103.9000015,136.9196474,37.30136427,144428.017,-21898.342
185,-1,アテ,23.60000038,17,3.200000048,0.332349539,生立木,1,0,0,0,0,1,,74.09999847,136.9195964,37.30110561,144399.326,-21902.942
186,-1,スギ,25.70000076,17.89999962,0.899999976,0.406780481,生立木,1,0,0,0,0,1,,80.69999695,136.9196096,37.30118925,144408.604,-21901.752
187,-1,アテ,34.20000076,21,2.299999952,0.786846638,生立木,0,0,0,0,0,1,,107.4000015,136.9196379,37.30117017,144406.48,-21899.244
188,-1,アテ,29.89999962,19.60000038,2.400000095,0.581908703,生立木,1,0,0,0,0,1,,93.90000153,136.919691,37.30108357,144396.858,-21894.559
189,-1,スギ,44,23.60000038,2,1.42903924,生立木,1,0,0,0,0,1,,138.1999969,136.9197674,37.30111769,144400.627,-21887.779
190,-1,アテ,42.09999847,23.20000076,3.299999952,1.29146862,生立木,0,0,0,0,0,1,,132.1999969,136.9197464,37.30115501,144404.773,-21889.633
191,-1,アテ,24.89999962,17.60000038,1.899999976,0.378175497,生立木,1,0,0,0,0,1,,78.19999695,136.9197415,37.30121486,144411.416,-21890.047
192,-1,スギ,68.16870117,30.29999924,2.719899893,4.244314671,生立木,0,0,0,0,0,1,,213.8999939,136.9198624,37.30122851,144412.903,-21879.325
193,-1,スギ,18.79999924,14.5,4.400000095,0.190074816,生立木,0,0,0,0,0,1,,59,136.9198142,37.30125504,144415.858,-21883.594
194,-1,アテ,45.29999924,23.89999962,0.800000012,1.529763103,生立木,0,0,0,0,0,1,,142.3000031,136.9198627,37.30128791,144419.494,-21879.28
195,-1,アテ,50.29999924,24.89999962,2.099999905,1.945728064,生立木,0,0,0,0,0,1,,158,136.919741,37.30136851,144428.466,-21890.045
200,-1,アテ,29.60000038,19.5,2.599999905,0.568677962,生立木,1,0,0,0,0,1,,92.90000153,136.9197944,37.3011954,144409.244,-21885.366
201,-1,アテ,23.39999962,16.89999962,1.200000048,0.325487167,生立木,1,0,0,0,0,1,,73.5,136.9197022,37.30139715,144431.654,-21893.475
202,-1,スギ,9.5,8,1.200000048,0.033133879,生立木,0,0,0,0,0,1,,29.79999924,136.9197747,37.30139009,144430.853,-21887.052
204,-1,アテ,49.90000153,24.89999962,2.200000048,1.9162817,生立木,0,0,0,0,0,1,,156.6999969,136.9198466,37.30140824,144432.851,-21880.677
210,-1,スギ,55.06400299,28.20000076,0.994400024,2.675866842,生立木,0,0,0,0,0,1,,172.6999969,136.9198235,37.30117366,144406.825,-21882.787
211,-1,アテ,12,10,3.400000095,0.059822991,生立木,0,0,0,0,0,1,,37.59999847,136.919779,37.30132384,144423.501,-21886.693
212,-1,スギ,16.34259987,14.10000038,0.745499969,0.14620252,生立木,0,0,0,0,0,1,,51.20000076,136.9198003,37.30138809,144430.625,-21884.785
214,-1,スギ,12.10000038,10.10000038,0.699999988,0.061288331,生立木,0,0,0,0,0,1,,38,136.9197943,37.30140858,144432.901,-21885.306
215,-1,アテ,43.20000076,23.39999962,1.799999952,1.368254781,生立木,1,0,0,0,0,1,,135.6999969,136.9198742,37.30140736,144432.748,-21878.231
216,-1,アテ,60.90000153,26.70000076,0.600000024,3.003955603,生立木,0,0,0,0,0,1,,191.3000031,136.9199017,37.30140676,144432.675,-21875.791
217,-1,アテ,51.20000076,25.10000038,1.799999952,2.028757334,生立木,0,0,0,0,0,1,,160.8000031,136.919953,37.30141928,144434.051,-21871.238
223,-1,アテ,15.60000038,12.5,0,0.118212067,生立木,1,0,0,0,0,1,,49,136.9198398,37.30140507,144432.501,-21881.275
224,-1,スギ,6.900000095,5.800000191,0,0.013547133,生立木,0,0,0,0,0,1,,21.60000038,136.9198608,37.30138965,144430.785,-21879.422
225,-1,スギ,67.41819763,30.20000076,3.777399778,4.145712376,生立木,0,0,0,0,0,1,,211.6999969,136.9199325,37.30122251,144412.22,-21873.117
226,-1,スギ,66.59999847,27.5,3.400000095,3.669393539,生立木,0,0,0,0,0,1,,209.1999969,136.9199958,37.30138199,144429.903,-21867.459
227,-1,アテ,32.70000076,20.5,1.700000048,0.705233932,生立木,0,0,0,0,0,1,,102.6999969,136.9200137,37.30138453,144430.181,-21865.87
229,-1,アテ,6,5,0,0.009105544,生立木,0,0,0,0,0,1,幼木,18.79999924,136.9199331,37.30141014,144433.042,-21873.006
230,-1,スギ,72.90000153,28.20000076,2.900000095,4.470619202,生立木,1,0,0,0,0,1,,229,136.9201009,37.30142297,144434.427,-21858.128
231,-1,アテ,5.099999905,4.599999905,0,0.005731484,生立木,0,0,0,0,0,1,幼木,16,136.9199955,37.30143797,144436.116,-21867.468
242,-1,スギ,52.18629837,27.70000076,2.234600067,2.383232594,生立木,0,0,0,0,0,1,,163.6000061,136.9198942,37.30122719,144412.748,-21876.503
243,-1,スギ,42.70000076,23.29999924,1.5,1.332509279,生立木,0,0,0,0,0,1,,134.1000061,136.9199444,37.30127387,144417.917,-21872.044
244,-1,スギ,40.20000076,22.70000076,1.600000024,1.157220602,生立木,0,0,0,0,0,1,,126.1999969,136.9200224,37.30125091,144415.351,-21865.132
